,head,variable,value
2644,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1341
2645,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi262
2646,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1299
2647,Course2_W1-S3-L2_Computing_Minimum_Edit_Distance_5-54,concept_vocab_index,vi122
2648,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi369
2649,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1434
2650,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1115
2651,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi538
2652,Course1_W8-S1-L8_Summary_2-45,l_text_topics,topic_12
2653,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi1206
2654,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1240
2655,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi43
2656,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi262
2657,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1341
2658,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,l_text_topics,topic_4
2659,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi351
2660,Course1_W5-S2-L4_IBM_Model_2_11-27,prerequisite,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01
2661,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi134
2662,Course2_W1-S1-L1_Course_Introduction_14-11,l_text_topics,topic_10
2663,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi512
2664,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi1072
2665,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi31
2666,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi693
2667,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi873
2668,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1206
2669,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi219
2670,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi150
2671,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi468
2672,Course1_W1-S2-L5_Trigram_Language_Models_9-40,level,level_1
2673,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1235
2674,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,l_text_topics,topic_5
2675,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi72
2676,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi43
2677,Course1_W1-S3-L5_Summary_2-31,level,level_1
2678,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1043
2679,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi586
2680,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi1141
2681,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17,concept_vocab_index,vi371
2682,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,l_text_topics,topic_14
2683,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi817
2684,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,l_text_topics,topic_11
2685,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,l_text_topics,topic_10
2686,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi468
2687,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,concept_vocab_index,vi770
2688,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,l_text_topics,topic_12
2689,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,l_text_topics,topic_4
2690,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,level,level_3
2691,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi768
2692,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi112
2693,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi74
2694,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi490
2695,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi27
2696,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi946
2697,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1206
2698,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,prerequisite,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45
2699,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi55
2700,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1124
2701,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi55
2702,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1403
2703,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi458
2704,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi134
2705,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi1442
2706,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1331
2707,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_0
2708,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi137
2709,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1240
2710,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi95
2711,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi1338
2712,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi27
2713,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,l_text_topics,topic_5
2714,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi942
2715,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1164
2716,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,concept_vocab_index,vi135
2717,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi490
2718,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi73
2719,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi345
2720,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_12
2721,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1238
2722,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi1206
2723,Course2_W4-S1-L5_Generative_vs,l_text_topics,topic_7
2724,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi115
2725,Course2_W6-S1-L2_Grammar_Transforms_12-05,level,level_3
2726,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi468
2727,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1003
2728,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi770
2729,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1057
2730,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,level,level_1
2731,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1491
2732,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi982
2733,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi43
2734,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi1422
2735,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi822
2736,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1108
2737,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1284
2738,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi17
2739,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi743
2740,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,topic_4
2741,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,l_text_topics,topic_4
2742,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi468
2743,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1225
2744,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi1206
2745,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi585
2746,Course2_W4-S1-L1_Generative_vs,l_text_topics,topic_12
2747,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi980
2748,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi371
2749,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,concept_vocab_index,vi134
2750,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi873
2751,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi386
2752,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1255
2753,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,l_text_topics,topic_6
2754,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi33
2755,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi1108
2756,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi908
2757,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi490
2758,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi817
2759,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1206
2760,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi116
2761,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi743
2762,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi257
2763,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi235
2764,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi219
2765,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi69
2766,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1274
2767,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi468
2768,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi947
2769,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi47
2770,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi832
2771,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi73
2772,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi1299
2773,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi29
2774,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi910
2775,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi7
2776,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1206
2777,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1255
2778,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi235
2779,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,l_text_topics,topic_11
2780,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,l_text_topics,topic_1
2781,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1389
2782,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi17
2783,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi943
2784,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi351
2785,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi55
2786,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi561
2787,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi993
2788,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi616
2789,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi363
2790,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi617
2791,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi299
2792,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi43
2793,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi939
2794,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi47
2795,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi69
2796,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi116
2797,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi31
2798,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1108
2799,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi171
2800,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi873
2801,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi351
2802,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi483
2803,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,topic_8
2804,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi1341
2805,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi930
2806,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi25
2807,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi134
2808,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi470
2809,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi293
2810,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1284
2811,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi743
2812,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,prerequisite,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50
2813,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1003
2814,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi478
2815,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,l_text_topics,topic_12
2816,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,level,level_3
2817,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi984
2818,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi461
2819,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi991
2820,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi946
2821,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi873
2822,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi33
2823,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi226
2824,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi774
2825,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,l_text_topics,topic_2
2826,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,l_text_topics,topic_12
2827,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi47
2828,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1106
2829,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi567
2830,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1206
2831,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi824
2832,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi226
2833,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi219
2834,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi988
2835,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi293
2836,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi939
2837,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,prerequisite,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16
2838,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi1267
2839,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi713
2840,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi909
2841,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi353
2842,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi770
2843,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi228
2844,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi95
2845,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1341
2846,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi873
2847,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,concept_vocab_index,vi432
2848,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi573
2849,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,l_text_topics,topic_11
2850,Course1_W10-S1-L1_Introduction_1-02,concept_vocab_index,vi1015
2851,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi943
2852,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi131
2853,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi832
2854,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi1206
2855,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi939
2856,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_4
2857,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1141
2858,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi134
2859,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi988
2860,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi974
2861,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_14
2862,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi908
2863,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi366
2864,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi47
2865,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi974
2866,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,l_text_topics,topic_7
2867,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi944
2868,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,level,level_3
2869,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi984
2870,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi768
2871,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi73
2872,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,level,level_3
2873,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,l_text_topics,topic_11
2874,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi255
2875,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi116
2876,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi345
2877,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi770
2878,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi993
2879,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi739
2880,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi693
2881,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi396
2882,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi980
2883,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi122
2884,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi1422
2885,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1043
2886,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi468
2887,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1206
2888,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,prerequisite,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47
2889,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi411
2890,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,prerequisite,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33
2891,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi573
2892,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi982
2893,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1200
2894,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1434
2895,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,l_text_topics,topic_7
2896,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1434
2897,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi55
2898,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi625
2899,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi943
2900,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi386
2901,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi73
2902,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi945
2903,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1143
2904,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,prerequisite,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03
2905,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi159
2906,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,concept_vocab_index,vi984
2907,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi345
2908,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_14
2909,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,l_text_topics,topic_6
2910,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1206
2911,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi848
2912,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi470
2913,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi1206
2914,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi55
